nm,T
1467,0.95686532
1468,0.95692873
1469,0.9570969
1470,0.95686839
1471,0.9570087
1472,0.95709991
1473,0.95737773
1474,0.95736978
1475,0.95719026
1476,0.95724949
1477,0.95742001
1478,0.95744163
1479,0.95716658
1480,0.95714214
1481,0.95699945
1482,0.95727974
1483,0.95725591
1484,0.95708578
1485,0.95712745
1486,0.95706511
1487,0.9569921
1488,0.95691982
1489,0.95694436
1490,0.95686476
1491,0.95702268
1492,0.95681946
1493,0.95663412
1494,0.95655777
1495,0.95698372
1496,0.95696944
1497,0.95711257
1498,0.95699335
1499,0.95672466
1500,0.95667499
1501,0.95661846
1502,0.95696861
1503,0.95689097
1504,0.95699871
1505,0.95710185
1506,0.95715843
1507,0.95723287
1508,0.95703657
1509,0.9571029
1510,0.95704341
1511,0.95710512
1512,0.9568453
1513,0.9574513
1514,0.95707146
1515,0.95710822
1516,0.95720545
1517,0.95719464
1518,0.95697656
1519,0.95689733
1520,0.95691456
1521,0.95692837
1522,0.95701144
1523,0.95697529
1524,0.95710237
1525,0.95704592
1526,0.95692716
1527,0.95698562
1528,0.95714505
1529,0.95711082
1530,0.95673135
1531,0.95678192
1532,0.95678861
1533,0.95685227
1534,0.95659436
1535,0.9565926
1536,0.95665477
1537,0.95681914
1538,0.95692537
1539,0.95694085
1540,0.95687468
1541,0.9568456
1542,0.95684155
1543,0.95676353
1544,0.95715369
1545,0.9570062
1546,0.95711605
1547,0.9569884
1548,0.95734789
1549,0.95727374
1550,0.95711954
1551,0.95719171
1552,0.9572889
1553,0.95732712
1554,0.95745246
1555,0.95729556
1556,0.95733409
1557,0.95720788
1558,0.95731092
1559,0.95725203
1560,0.95711057
1561,0.95705625
1562,0.95706749
1563,0.95727853
1564,0.95727801
1565,0.95711054
1566,0.9570654
1567,0.95701668
1568,0.95709586
1569,0.95699352
1570,0.95709877
1571,0.95692567
1572,0.95685095
1573,0.95688711
1574,0.95679371
1575,0.95673962
1576,0.95689177
1577,0.95661936
1578,0.95662621
1579,0.95662967
1580,0.95657732
1581,0.95654864
1582,0.95674404
1583,0.95710823
1584,0.95715022
1585,0.95698945
1586,0.95705066
1587,0.95695351
1588,0.95700155
1589,0.95721216
1590,0.95723632
1591,0.95719118
1592,0.95707543
1593,0.9570748
1594,0.95720323
1595,0.95744641
1596,0.95751758
1597,0.95738945
1598,0.9572797
1599,0.95729336
1600,0.9573723
1601,0.9572571
1602,0.95736809
1603,0.95718917
1604,0.95704896
1605,0.95676091
1606,0.95658653
1607,0.95675551
1608,0.95681166
1609,0.95667067
1610,0.95677231
1611,0.9569254
1612,0.95691369
1613,0.95680566
1614,0.95666043
1615,0.95676245
1616,0.95690045
1617,0.95679163
1618,0.95667493
1619,0.95674909
1620,0.9567239
1621,0.95666257
1622,0.9566178
1623,0.95665739
1624,0.95677165
1625,0.95684391
1626,0.95682721
1627,0.95702294
1628,0.95695667
1629,0.95677057
1630,0.95691515
1631,0.95707621
1632,0.95688134
1633,0.9567628
1634,0.95710551
1635,0.95727994
1636,0.9570304
1637,0.9568731
1638,0.95705865
1639,0.95735843
1640,0.95743526
1641,0.9572205
1642,0.95708208
1643,0.95726497
1644,0.957386
1645,0.95735017
1646,0.95721879
1647,0.95712131
1648,0.95715634
1649,0.95713198
1650,0.95706005
1651,0.95704634
1652,0.95694571
1653,0.95697892
1654,0.95713182
1655,0.95706763
1656,0.95693143
1657,0.95710725
1658,0.95710009
1659,0.9569695
1660,0.95705405
1661,0.95696677
1662,0.95677043
1663,0.95681923
1664,0.95682303
1665,0.95674928
1666,0.95661174
1667,0.95659417
1668,0.95681314
1669,0.95694298
1670,0.9569476
1671,0.95679931
1672,0.95688511
1673,0.95695082
1674,0.95701846
1675,0.95726144
1676,0.95729995
1677,0.95722352
1678,0.95721707
1679,0.95728421
1680,0.95723081
1681,0.95724941
1682,0.95738784
1683,0.95736249
1684,0.95735891
1685,0.95739875
1686,0.95736475
1687,0.95745552
1688,0.95749317
1689,0.95738622
1690,0.95734443
1691,0.95730537
1692,0.95742295
1693,0.9574023
1694,0.95732845
1695,0.9571916
1696,0.95713462
1697,0.95703144
1698,0.95721759
1699,0.9573928
1700,0.95718695
1701,0.95702612
1702,0.9572556
1703,0.9571733
1704,0.95707094
1705,0.95706584
1706,0.95684843
1707,0.95700579
1708,0.95696629
1709,0.95686962
1710,0.95689218
1711,0.95686673
1712,0.95673664
1713,0.95683833
1714,0.95676154
1715,0.95699254
1716,0.95706217
1717,0.9569631
1718,0.95687815
1719,0.95688643
1720,0.95684157
1721,0.95676114
1722,0.9568972
1723,0.95700051
1724,0.9571199
1725,0.95717823
1726,0.95715521
1727,0.95723989
1728,0.95717583
1729,0.95704411
1730,0.9571182
1731,0.95716706
1732,0.95734552
1733,0.95739818
1734,0.95730106
1735,0.95740337
1736,0.9574921
1737,0.95747933
1738,0.95734137
1739,0.95722779
1740,0.95717417
1741,0.95733167
1742,0.95728387
1743,0.95715745
1744,0.95713439
1745,0.95713247
1746,0.95700529
1747,0.95733779
1748,0.95738832
1749,0.95725548
1750,0.95712797
1751,0.95705854
1752,0.9569793
1753,0.95695301
1754,0.95690288
1755,0.95691285
1756,0.95698017
1757,0.95684698
1758,0.95674309
1759,0.9568109
1760,0.95698123
1761,0.95678232
1762,0.95666974
1763,0.95680865
1764,0.9570084
1765,0.95673324
1766,0.95688318
1767,0.95681911
1768,0.95699009
1769,0.9569741
1770,0.95684389
1771,0.95693338
1772,0.95693118
1773,0.95697384
1774,0.95710956
1775,0.95695025
1776,0.95694122
1777,0.95715705
1778,0.95750356
1779,0.95757111
1780,0.95729351
1781,0.95738351
1782,0.95769802
1783,0.95718611
1784,0.95726691
1785,0.95752364
1786,0.95751809
1787,0.95740678
1788,0.95731836
1789,0.95753138
1790,0.95755516
1791,0.95760805
1792,0.95750556
1793,0.95766126
1794,0.95786128
1795,0.95772973
1796,0.95775349
1797,0.95744601
1798,0.95745535
